# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1083395	1083991	-					wrbA		ECB_01007	597		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1083395	1083991	-	ACT38689.1			TrpR binding protein WrbA	wrbA		ECB_01007	597	198	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1084364	1084537	+					ymdF		ECB_01008	174		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1084364	1084537	+	ACT38690.1			hypothetical protein	ymdF		ECB_01008	174	57	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1084795	1086123	-					ycdG		ECB_01009	1329		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1084795	1086123	-	ACT38691.1			predicted transporter	ycdG		ECB_01009	1329	442	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1086144	1086638	-					ycdH		ECB_01010	495		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1086144	1086638	-	ACT38692.1			predicted oxidoreductase, flavin:NADH component	ycdH		ECB_01010	495	164	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1086649	1087239	-					ycdI		ECB_01011	591		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1086649	1087239	-	ACT38693.1			hypothetical protein	ycdI		ECB_01011	591	196	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1087249	1088049	-					ycdJ		ECB_01012	801		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1087249	1088049	-	ACT38694.1			predicted hydrolase	ycdJ		ECB_01012	801	266	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1088057	1088443	-					ycdK		ECB_01013	387		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1088057	1088443	-	ACT38695.1			hypothetical protein	ycdK		ECB_01013	387	128	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1088455	1089147	-					ycdL		ECB_01014	693		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1088455	1089147	-	ACT38696.1			predicted enzyme	ycdL		ECB_01014	693	230	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1089147	1090295	-					ycdM		ECB_01015	1149		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1089147	1090295	-	ACT38697.1			predicted monooxygenase	ycdM		ECB_01015	1149	382	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1090526	1091164	+					ycdC		ECB_01016	639		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1090526	1091164	+	ACT38698.1			predicted DNA-binding transcriptional regulator	ycdC		ECB_01016	639	212	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1091204	1095166	-					putA		ECB_01017	3963		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1091204	1095166	-	ACT38699.1			fused DNA-binding transcriptional regulator/proline dehydrogenase/pyrroline-5-carboxylate dehydrogenase	putA		ECB_01017	3963	1320	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1095589	1097097	+					putP		ECB_01018	1509		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1095589	1097097	+	ACT38700.1			proline:sodium symporter	putP		ECB_01018	1509	502	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1097631	1098470	+					ycdN		ECB_01019	840		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1097631	1098470	+	ACT38701.1			putative membrane protein	ycdN		ECB_01019	840	279	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1098528	1099655	+					ycdO		ECB_01020	1128		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1098528	1099655	+	ACT38702.1			hypothetical protein	ycdO		ECB_01020	1128	375	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1099661	1100932	+					ycdB		ECB_01021	1272		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1099661	1100932	+	ACT38703.1			hypothetical protein	ycdB		ECB_01021	1272	423	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1101277	1102341	+					phoH		ECB_01022	1065		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1101277	1102341	+	ACT38704.1			conserved hypothetical protein with nucleoside triphosphate hydrolase domain	phoH		ECB_01022	1065	354	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1102391	1102804	-					ycdP		ECB_01023	414		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1102391	1102804	-	ACT38705.1			predicted inner membrane protein	ycdP		ECB_01023	414	137	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1102806	1104131	-					ycdQ		ECB_01024	1326		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1102806	1104131	-	ACT38706.1			predicted glycosyl transferase	ycdQ		ECB_01024	1326	441	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1104124	1106142	-					ycdR		ECB_01025	2019		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1104124	1106142	-	ACT38707.1			predicted enzyme associated with biofilm formation	ycdR		ECB_01025	2019	672	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1106151	1108574	-					ycdS		ECB_01026	2424		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1106151	1108574	-	ACT38708.1			predicted outer membrane protein	ycdS		ECB_01026	2424	807	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1109161	1110519	+					ycdT		ECB_01027	1359		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1109161	1110519	+	ACT38709.1			predicted diguanylate cyclase	ycdT		ECB_01027	1359	452	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1110560	1111375	-					insF-1		ECB_01028	816		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1110560	1111375	-	ACT38710.1			putative transposase for IS3	insF-1		ECB_01028	816	271	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1111423	1111731	-					insE-1		ECB_01029	309		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1111423	1111731	-	ACT38711.1			putative transposase-related protein	insE-1		ECB_01029	309	102	
gene	tRNA	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1112133	1112220	-					serX		ECB_t00024	88		
tRNA		GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1112133	1112220	-				tRNA-Ser	serX		ECB_t00024	88		
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1112455	1113393	+					ycdW		ECB_01030	939		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1112455	1113393	+	ACT38712.1			2-ketoacid reductase	ycdW		ECB_01030	939	312	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1113448	1114185	+					ycdX		ECB_01031	738		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1113448	1114185	+	ACT38713.1			hypothetical protein	ycdX		ECB_01031	738	245	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1114209	1114763	+					ycdY		ECB_01032	555		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1114209	1114763	+	ACT38714.1			hypothetical protein	ycdY		ECB_01032	555	184	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1114865	1115356	+					ycdZ		ECB_01033	492		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1114865	1115356	+	ACT38715.1			predicted inner membrane protein	ycdZ		ECB_01033	492	163	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1115420	1116253	-					csgG		ECB_01034	834		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1115420	1116253	-	ACT38716.1			outer membrane lipoprotein	csgG		ECB_01034	834	277	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1116280	1116696	-					csgF		ECB_01035	417		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1116280	1116696	-	ACT38717.1			predicted transport protein	csgF		ECB_01035	417	138	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1116721	1117110	-					csgE		ECB_01036	390		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1116721	1117110	-	ACT38718.1			predicted transport protein	csgE		ECB_01036	390	129	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1117115	1117765	-					csgD		ECB_01037	651		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1117115	1117765	-	ACT38719.1			DNA-binding transcriptional activator in two-component regulatory system	csgD		ECB_01037	651	216	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1118520	1118975	+					csgB		ECB_01038	456		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1118520	1118975	+	ACT38720.1			curlin nucleator protein, minor subunit in curli complex	csgB		ECB_01038	456	151	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1119016	1119471	+					csgA		ECB_01039	456		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1119016	1119471	+	ACT38721.1			cryptic curlin major subunit	csgA		ECB_01039	456	151	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1119530	1119862	+					csgC		ECB_01040	333		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1119530	1119862	+	ACT38722.1			predicted curli production protein	csgC		ECB_01040	333	110	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1119983	1120294	+					ymdA		ECB_01041	312		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1119983	1120294	+	ACT38723.1			hypothetical protein	ymdA		ECB_01041	312	103	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1120389	1120922	+					ymdB		ECB_01042	534		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1120389	1120922	+	ACT38724.1			hypothetical protein	ymdB		ECB_01042	534	177	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1120924	1122345	+					ymdC		ECB_01043	1422		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1120924	1122345	+	ACT38725.1			predicted hydrolase	ymdC		ECB_01043	1422	473	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1122353	1123510	-					mdoC		ECB_01044	1158		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1122353	1123510	-	ACT38726.1			glucans biosynthesis protein	mdoC		ECB_01044	1158	385	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1123904	1125439	+					mdoG		ECB_01045	1536		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1123904	1125439	+	ACT38727.1			glucan biosynthesis protein, periplasmic	mdoG		ECB_01045	1536	511	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1125432	1127975	+					mdoH		ECB_01046	2544		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1125432	1127975	+	ACT38728.1			glucosyltransferase MdoH	mdoH		ECB_01046	2544	847	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1128148	1128375	+					yceK		ECB_01047	228		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1128148	1128375	+	ACT38729.1			predicted lipoprotein	yceK		ECB_01047	228	75	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1128376	1128750	-					msyB		ECB_01048	375		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1128376	1128750	-	ACT38730.1			hypothetical protein	msyB		ECB_01048	375	124	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1128833	1130059	-					yceE		ECB_01049	1227		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1128833	1130059	-	ACT38731.1			predicted drug efflux system	yceE		ECB_01049	1227	408	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1130231	1131151	-					htrB		ECB_01050	921		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1130231	1131151	-	ACT38732.1			lipid A biosynthesis lauroyl acyltransferase	htrB		ECB_01050	921	306	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1131376	1132428	+					yceA		ECB_01051	1053		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1131376	1132428	+	ACT38733.1			hypothetical protein	yceA		ECB_01051	1053	350	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1132470	1133045	-					yceI		ECB_01052	576		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1132470	1133045	-	ACT38734.1			hypothetical protein	yceI		ECB_01052	576	191	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1133049	1133615	-					yceJ		ECB_01053	567		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1133049	1133615	-	ACT38735.1			predicted cytochrome b561	yceJ		ECB_01053	567	188	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1133876	1134016	-					yceO		ECB_01054	141		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1133876	1134016	-	ACT38736.1			hypothetical protein	yceO		ECB_01054	141	46	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1134037	1135155	-					solA		ECB_01055	1119		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1134037	1135155	-	ACT38737.1			N-methyltryptophan oxidase, FAD-binding	solA		ECB_01055	1119	372	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1135270	1135524	-					yceP		ECB_01056	255		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1135270	1135524	-	ACT38738.1			hypothetical protein	yceP		ECB_01056	255	84	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1135814	1136059	-					dinI		ECB_01057	246		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1135814	1136059	-	ACT38739.1			DNA damage-inducible protein I	dinI		ECB_01057	246	81	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1136133	1137179	-					pyrC		ECB_01058	1047		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1136133	1137179	-	ACT38740.1			dihydroorotase	pyrC		ECB_01058	1047	348	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1137285	1137845	-					yceB		ECB_01059	561		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1137285	1137845	-	ACT38741.1			predicted lipoprotein	yceB		ECB_01059	561	186	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1137979	1138626	-					grxB		ECB_01060	648		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1137979	1138626	-	ACT38742.1			glutaredoxin 2 (Grx2)	grxB		ECB_01060	648	215	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1138690	1139898	-					yceL		ECB_01061	1209		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1138690	1139898	-	ACT38743.1			predicted drug efflux system	yceL		ECB_01061	1209	402	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1140134	1140718	+					rimJ		ECB_01062	585		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1140134	1140718	+	ACT38744.1			ribosomal-protein-S5-alanine N-acetyltransferase	rimJ		ECB_01062	585	194	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1140729	1141376	+					yceH		ECB_01063	648		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1140729	1141376	+	ACT38745.1			hypothetical protein	yceH		ECB_01063	648	215	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1141378	1142301	+					mviM		ECB_01064	924		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1141378	1142301	+	ACT38746.1			predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain	mviM		ECB_01064	924	307	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1142411	1143946	+					mviN		ECB_01065	1536		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1142411	1143946	+	ACT38747.1			predicted inner membrane protein	mviN		ECB_01065	1536	511	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1143986	1144402	-					flgN		ECB_01066	417		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1143986	1144402	-	ACT38748.1			export chaperone for FlgK and FlgL	flgN		ECB_01066	417	138	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1144407	1144700	-					flgM		ECB_01067	294		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1144407	1144700	-	ACT38749.1			anti-sigma factor for FliA (sigma 28)	flgM		ECB_01067	294	97	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1144776	1145435	-					flgA		ECB_01068	660		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1144776	1145435	-	ACT38750.1			flagellar basal body P-ring biosynthesis protein A	flgA		ECB_01068	660	219	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1145590	1146006	+					flgB		ECB_01069	417		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1145590	1146006	+	ACT38751.1			flagellar basal-body rod protein B	flgB		ECB_01069	417	138	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1146010	1146414	+					flgC		ECB_01070	405		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1146010	1146414	+	ACT38752.1			flagellar basal-body rod protein C	flgC		ECB_01070	405	134	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1146426	1147121	+					flgD		ECB_01071	696		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1146426	1147121	+	ACT38753.1			flagellar basal body rod modification protein D	flgD		ECB_01071	696	231	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1147146	1148351	+					flgE		ECB_01072	1206		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1147146	1148351	+	ACT38754.1			flagellar hook protein E	flgE		ECB_01072	1206	401	
gene	protein_coding	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1148371	1149126	+					flgF		ECB_01073	756		
CDS	with_protein	GCA_000017985.1	Primary Assembly	chromosome		CP000819.1	1148371	1149126	+	ACT38755.1			flagellar component of cell-proximal portion of basal-body rod	flgF		ECB_01073	756	251	
